subject,task,trial,is_fall,split,impact_frame,threshold_fire_frame,cusum_fire_frame,cusum_side,shapelet_fire_frame,any_fire_frame,majority_fire_frame,unanimous_fire_frame
13,23,3,True,test,456.0,406.0,420.0,plus,,406.0,420.0,
13,23,4,True,test,464.0,439.0,446.0,plus,,439.0,446.0,
13,23,5,True,test,465.0,445.0,450.0,plus,727.0,445.0,450.0,727.0
13,24,1,True,test,408.0,379.0,383.0,plus,,379.0,383.0,
13,24,2,True,test,441.0,415.0,413.0,plus,,413.0,415.0,
13,24,3,True,test,417.0,391.0,397.0,plus,,391.0,397.0,
13,24,4,True,test,461.0,438.0,429.0,plus,558.0,429.0,438.0,558.0
13,24,5,True,test,426.0,401.0,401.0,plus,390.0,390.0,401.0,401.0
13,25,1,True,test,471.0,439.0,459.0,plus,,439.0,459.0,
13,25,2,True,test,417.0,387.0,403.0,plus,310.0,310.0,387.0,403.0
13,25,4,True,test,477.0,450.0,464.0,plus,793.0,450.0,464.0,793.0
13,25,5,True,test,481.0,460.0,468.0,plus,,460.0,468.0,
13,26,1,True,test,422.0,396.0,414.0,plus,,396.0,414.0,
13,26,2,True,test,428.0,409.0,419.0,plus,,409.0,419.0,
13,26,3,True,test,434.0,415.0,423.0,plus,,415.0,423.0,
13,26,4,True,test,430.0,406.0,418.0,plus,394.0,394.0,406.0,418.0
13,26,5,True,test,469.0,447.0,459.0,plus,436.0,436.0,447.0,459.0
13,27,1,True,test,337.0,326.0,330.0,plus,224.0,224.0,326.0,330.0
13,27,2,True,test,375.0,356.0,373.0,plus,276.0,276.0,356.0,373.0
13,27,3,True,test,391.0,375.0,389.0,plus,278.0,278.0,375.0,389.0
13,27,4,True,test,456.0,437.0,450.0,plus,56.0,56.0,437.0,450.0
13,27,5,True,test,422.0,405.0,415.0,plus,289.0,289.0,405.0,415.0
13,28,1,True,test,386.0,373.0,371.0,plus,,371.0,373.0,
13,28,2,True,test,379.0,,362.0,plus,,362.0,,
13,28,3,True,test,317.0,285.0,301.0,plus,284.0,284.0,285.0,301.0
13,28,4,True,test,578.0,545.0,560.0,plus,545.0,545.0,545.0,560.0
13,28,5,True,test,408.0,377.0,386.0,plus,381.0,377.0,381.0,386.0
13,29,1,True,test,462.0,312.0,441.0,plus,432.0,312.0,432.0,441.0
13,29,2,True,test,492.0,468.0,481.0,plus,62.0,62.0,468.0,481.0
13,29,3,True,test,456.0,432.0,439.0,plus,752.0,432.0,439.0,752.0
13,29,4,True,test,461.0,439.0,451.0,plus,430.0,430.0,439.0,451.0
13,29,5,True,test,476.0,450.0,454.0,plus,,450.0,454.0,
13,30,1,True,test,334.0,302.0,320.0,plus,,302.0,320.0,
13,30,2,True,test,347.0,313.0,321.0,plus,,313.0,321.0,
13,30,3,True,test,353.0,318.0,336.0,plus,,318.0,336.0,
13,30,4,True,test,363.0,331.0,347.0,plus,328.0,328.0,331.0,347.0
13,30,5,True,test,371.0,342.0,354.0,plus,,342.0,354.0,
13,31,1,True,test,284.0,82.0,139.0,plus,,82.0,139.0,
13,31,2,True,test,276.0,88.0,128.0,minus,,88.0,128.0,
13,31,3,True,test,275.0,101.0,139.0,minus,546.0,101.0,139.0,546.0
13,31,4,True,test,276.0,80.0,101.0,plus,,80.0,101.0,
13,31,5,True,test,271.0,92.0,113.0,plus,593.0,92.0,113.0,593.0
13,32,1,True,test,321.0,289.0,305.0,plus,265.0,265.0,289.0,305.0
13,32,2,True,test,377.0,345.0,359.0,plus,170.0,170.0,345.0,359.0
13,32,3,True,test,366.0,331.0,347.0,plus,307.0,307.0,331.0,347.0
13,32,4,True,test,373.0,339.0,355.0,plus,,339.0,355.0,
13,32,5,True,test,334.0,302.0,319.0,plus,584.0,302.0,319.0,584.0
13,33,1,True,test,352.0,310.0,323.0,plus,,310.0,323.0,
13,33,2,True,test,343.0,302.0,320.0,plus,,302.0,320.0,
13,33,3,True,test,336.0,310.0,319.0,plus,,310.0,319.0,
13,33,4,True,test,341.0,291.0,325.0,plus,,291.0,325.0,
13,33,5,True,test,359.0,312.0,330.0,plus,,312.0,330.0,
13,34,1,True,test,443.0,421.0,410.0,plus,,410.0,421.0,
13,34,2,True,test,460.0,406.0,421.0,plus,,406.0,421.0,
13,34,3,True,test,443.0,387.0,398.0,plus,,387.0,398.0,
13,34,4,True,test,386.0,336.0,350.0,plus,223.0,223.0,336.0,350.0
13,34,5,True,test,409.0,347.0,360.0,plus,348.0,347.0,348.0,360.0
13,1,1,False,test,,,,,,,,
13,2,1,False,test,,,,,98.0,98.0,,
13,2,2,False,test,,,,,210.0,210.0,,
13,2,3,False,test,,,,,,,,
13,2,4,False,test,,,,,163.0,163.0,,
13,2,5,False,test,,,,,182.0,182.0,,
13,3,1,False,test,,,,,183.0,183.0,,
13,3,2,False,test,,,,,138.0,138.0,,
13,3,3,False,test,,,,,135.0,135.0,,
13,3,4,False,test,,,,,,,,
13,3,5,False,test,,,,,,,,
13,4,1,False,test,,37.0,75.0,minus,,37.0,75.0,
13,4,2,False,test,,194.0,182.0,minus,405.0,182.0,194.0,405.0
13,4,3,False,test,,183.0,174.0,minus,,174.0,183.0,
13,4,4,False,test,,186.0,177.0,minus,,177.0,186.0,
13,4,5,False,test,,164.0,151.0,minus,,151.0,164.0,
13,5,1,False,test,,,170.0,minus,560.0,170.0,560.0,
13,5,2,False,test,,,249.0,minus,211.0,211.0,249.0,
13,5,3,False,test,,,,,,,,
13,5,4,False,test,,,,,492.0,492.0,,
13,6,1,False,test,,,,,577.0,577.0,,
13,6,2,False,test,,,,,84.0,84.0,,
13,6,4,False,test,,,,,,,,
13,6,5,False,test,,,,,,,,
13,7,1,False,test,,,,,,,,
13,7,2,False,test,,,,,,,,
13,7,3,False,test,,,,,,,,
13,7,4,False,test,,,,,86.0,86.0,,
13,7,5,False,test,,,,,,,,
13,8,1,False,test,,72.0,146.0,minus,,72.0,146.0,
13,8,2,False,test,,198.0,251.0,plus,,198.0,251.0,
13,8,3,False,test,,167.0,221.0,plus,,167.0,221.0,
13,8,4,False,test,,214.0,237.0,plus,,214.0,237.0,
13,8,5,False,test,,207.0,227.0,plus,,207.0,227.0,
13,9,1,False,test,,47.0,96.0,plus,,47.0,96.0,
13,9,2,False,test,,172.0,194.0,plus,,172.0,194.0,
13,9,3,False,test,,188.0,245.0,plus,,188.0,245.0,
13,9,4,False,test,,152.0,173.0,plus,71.0,71.0,152.0,173.0
13,9,5,False,test,,225.0,244.0,plus,,225.0,244.0,
13,10,1,False,test,,205.0,224.0,plus,407.0,205.0,224.0,407.0
13,10,2,False,test,,308.0,325.0,plus,,308.0,325.0,
13,10,3,False,test,,301.0,319.0,plus,99.0,99.0,301.0,319.0
13,10,4,False,test,,295.0,314.0,plus,,295.0,314.0,
13,10,5,False,test,,313.0,332.0,plus,520.0,313.0,332.0,520.0
13,11,1,False,test,,,,,,,,
13,12,1,False,test,,,,,,,,
13,13,1,False,test,,,,,230.0,230.0,,
13,13,2,False,test,,,,,119.0,119.0,,
13,13,3,False,test,,,,,336.0,336.0,,
13,13,4,False,test,,,,,,,,
13,13,5,False,test,,,,,,,,
13,14,1,False,test,,,,,,,,
13,14,2,False,test,,,,,,,,
13,14,3,False,test,,,,,,,,
13,14,4,False,test,,109.0,231.0,minus,,109.0,231.0,
13,14,5,False,test,,,,,,,,
13,15,1,False,test,,160.0,165.0,plus,160.0,160.0,160.0,165.0
13,15,2,False,test,,281.0,297.0,plus,,281.0,297.0,
13,15,3,False,test,,300.0,315.0,plus,,300.0,315.0,
13,15,4,False,test,,,,,,,,
13,16,1,False,test,,,,,,,,
13,16,2,False,test,,,,,,,,
13,16,3,False,test,,,,,443.0,443.0,,
13,16,4,False,test,,,,,525.0,525.0,,
13,16,5,False,test,,,,,,,,
13,17,1,False,test,,,46.0,minus,2138.0,46.0,2138.0,
13,18,1,False,test,,,,,126.0,126.0,,
13,18,2,False,test,,,,,645.0,645.0,,
13,18,3,False,test,,,,,228.0,228.0,,
13,18,4,False,test,,,,,189.0,189.0,,
13,18,5,False,test,,,,,59.0,59.0,,
13,19,1,False,test,,,,,156.0,156.0,,
13,19,2,False,test,,,,,183.0,183.0,,
13,19,3,False,test,,,,,189.0,189.0,,
13,19,4,False,test,,,,,213.0,213.0,,
13,19,5,False,test,,,,,116.0,116.0,,
13,35,1,False,test,,474.0,469.0,minus,,469.0,474.0,
13,35,2,False,test,,584.0,518.0,minus,81.0,81.0,518.0,584.0
13,35,3,False,test,,513.0,501.0,minus,817.0,501.0,513.0,817.0
13,35,4,False,test,,588.0,531.0,minus,491.0,491.0,531.0,588.0
13,35,5,False,test,,548.0,542.0,minus,,542.0,548.0,
13,36,1,False,test,,453.0,545.0,plus,398.0,398.0,453.0,545.0
13,36,2,False,test,,471.0,570.0,plus,,471.0,570.0,
13,36,3,False,test,,506.0,577.0,minus,,506.0,577.0,
13,36,4,False,test,,477.0,574.0,plus,,477.0,574.0,
14,20,1,True,train,385.0,362.0,379.0,plus,202.0,202.0,362.0,379.0
14,20,2,True,train,376.0,325.0,370.0,plus,323.0,323.0,325.0,370.0
14,20,3,True,train,322.0,283.0,302.0,plus,190.0,190.0,283.0,302.0
14,20,4,True,train,316.0,279.0,300.0,plus,,279.0,300.0,
14,20,5,True,train,387.0,340.0,358.0,plus,335.0,335.0,340.0,358.0
14,21,1,True,train,333.0,308.0,323.0,plus,287.0,287.0,308.0,323.0
14,21,2,True,train,362.0,335.0,353.0,plus,235.0,235.0,335.0,353.0
14,21,3,True,train,370.0,346.0,359.0,plus,347.0,346.0,347.0,359.0
14,21,4,True,train,318.0,291.0,304.0,plus,248.0,248.0,291.0,304.0
14,21,5,True,train,351.0,331.0,344.0,plus,196.0,196.0,331.0,344.0
14,22,1,True,train,330.0,300.0,317.0,plus,297.0,297.0,300.0,317.0
14,22,2,True,train,331.0,299.0,316.0,plus,254.0,254.0,299.0,316.0
14,22,3,True,train,369.0,346.0,355.0,plus,255.0,255.0,346.0,355.0
14,22,4,True,train,358.0,336.0,347.0,plus,206.0,206.0,336.0,347.0
14,22,5,True,train,381.0,352.0,367.0,plus,77.0,77.0,352.0,367.0
14,23,1,True,train,425.0,377.0,388.0,plus,,377.0,388.0,
14,23,2,True,train,405.0,368.0,371.0,plus,370.0,368.0,370.0,371.0
14,23,3,True,train,414.0,368.0,381.0,plus,566.0,368.0,381.0,566.0
14,23,4,True,train,408.0,359.0,371.0,plus,354.0,354.0,359.0,371.0
14,23,5,True,train,441.0,397.0,408.0,plus,341.0,341.0,397.0,408.0
14,24,1,True,train,390.0,356.0,368.0,plus,476.0,356.0,368.0,476.0
14,24,2,True,train,399.0,363.0,374.0,plus,485.0,363.0,374.0,485.0
14,24,3,True,train,398.0,377.0,379.0,plus,310.0,310.0,377.0,379.0
14,24,4,True,train,360.0,330.0,340.0,plus,,330.0,340.0,
14,24,5,True,train,395.0,368.0,377.0,plus,357.0,357.0,368.0,377.0
14,25,2,True,train,389.0,404.0,426.0,plus,,404.0,426.0,
14,25,3,True,train,348.0,336.0,340.0,plus,337.0,336.0,337.0,340.0
14,25,4,True,train,368.0,317.0,356.0,plus,,317.0,356.0,
14,25,5,True,train,415.0,359.0,,,355.0,355.0,359.0,
14,26,1,True,train,348.0,319.0,333.0,plus,306.0,306.0,319.0,333.0
14,27,1,True,train,332.0,315.0,330.0,plus,243.0,243.0,315.0,330.0
14,27,2,True,train,332.0,312.0,325.0,plus,203.0,203.0,312.0,325.0
14,27,3,True,train,328.0,308.0,322.0,plus,78.0,78.0,308.0,322.0
14,28,1,True,train,484.0,424.0,455.0,minus,424.0,424.0,424.0,455.0
14,28,2,True,train,368.0,315.0,323.0,plus,695.0,315.0,323.0,695.0
14,28,3,True,train,376.0,324.0,333.0,plus,305.0,305.0,324.0,333.0
14,28,4,True,train,324.0,269.0,317.0,plus,274.0,269.0,274.0,317.0
14,28,5,True,train,334.0,291.0,303.0,plus,652.0,291.0,303.0,652.0
14,29,1,True,train,616.0,583.0,599.0,plus,,583.0,599.0,
14,29,3,True,train,561.0,533.0,547.0,plus,510.0,510.0,533.0,547.0
14,29,4,True,train,648.0,620.0,634.0,plus,590.0,590.0,620.0,634.0
14,29,5,True,train,662.0,638.0,648.0,plus,80.0,80.0,638.0,648.0
14,30,1,True,train,309.0,259.0,279.0,plus,,259.0,279.0,
14,30,2,True,train,365.0,314.0,325.0,plus,,314.0,325.0,
14,30,3,True,train,346.0,287.0,304.0,plus,,287.0,304.0,
14,30,4,True,train,336.0,274.0,293.0,plus,,274.0,293.0,
14,30,5,True,train,340.0,282.0,331.0,plus,575.0,282.0,331.0,575.0
14,31,2,True,train,290.0,50.0,173.0,minus,,50.0,173.0,
14,31,3,True,train,302.0,70.0,176.0,plus,,70.0,176.0,
14,31,4,True,train,293.0,59.0,159.0,plus,,59.0,159.0,
14,31,5,True,train,320.0,80.0,183.0,plus,,80.0,183.0,
14,32,1,True,train,311.0,257.0,272.0,plus,,257.0,272.0,
14,32,2,True,train,312.0,264.0,277.0,plus,,264.0,277.0,
14,32,3,True,train,304.0,257.0,315.0,minus,241.0,241.0,257.0,315.0
14,32,4,True,train,325.0,270.0,285.0,plus,,270.0,285.0,
14,32,5,True,train,327.0,270.0,284.0,plus,,270.0,284.0,
14,33,1,True,train,342.0,291.0,311.0,plus,606.0,291.0,311.0,606.0
14,33,2,True,train,317.0,270.0,285.0,plus,477.0,270.0,285.0,477.0
14,33,3,True,train,304.0,263.0,280.0,plus,,263.0,280.0,
14,33,4,True,train,289.0,253.0,265.0,plus,372.0,253.0,265.0,372.0
14,33,5,True,train,302.0,261.0,276.0,plus,,261.0,276.0,
14,34,1,True,train,420.0,373.0,387.0,plus,373.0,373.0,373.0,387.0
14,34,2,True,train,404.0,384.0,393.0,plus,,384.0,393.0,
14,34,3,True,train,403.0,381.0,390.0,plus,,381.0,390.0,
14,34,4,True,train,394.0,377.0,344.0,plus,,344.0,377.0,
14,34,5,True,train,369.0,351.0,362.0,plus,352.0,351.0,352.0,362.0
14,1,1,False,train,,,,,2652.0,2652.0,,
14,2,1,False,train,,,,,297.0,297.0,,
14,2,2,False,train,,,,,221.0,221.0,,
14,2,3,False,train,,,,,178.0,178.0,,
14,2,4,False,train,,,,,150.0,150.0,,
14,2,5,False,train,,,,,,,,
14,3,1,False,train,,,,,,,,
14,3,2,False,train,,,,,50.0,50.0,,
14,3,3,False,train,,,,,,,,
14,3,4,False,train,,,,,139.0,139.0,,
14,3,5,False,train,,,,,119.0,119.0,,
14,4,1,False,train,,107.0,99.0,minus,,99.0,107.0,
14,4,2,False,train,,157.0,145.0,minus,,145.0,157.0,
14,4,3,False,train,,156.0,141.0,minus,,141.0,156.0,
14,4,4,False,train,,95.0,143.0,minus,,95.0,143.0,
14,4,5,False,train,,165.0,157.0,minus,,157.0,165.0,
14,5,1,False,train,,369.0,,,,369.0,,
14,5,2,False,train,,,,,,,,
14,5,3,False,train,,,244.0,minus,,244.0,,
14,5,4,False,train,,,200.0,minus,,200.0,,
14,5,5,False,train,,,,,725.0,725.0,,
14,6,1,False,train,,,,,1294.0,1294.0,,
14,6,2,False,train,,,,,,,,
14,6,3,False,train,,,,,,,,
14,6,4,False,train,,,,,64.0,64.0,,
14,6,5,False,train,,,,,,,,
14,7,1,False,train,,,,,,,,
14,7,2,False,train,,,,,,,,
14,7,3,False,train,,283.0,,,,283.0,,
14,7,4,False,train,,189.0,,,,189.0,,
14,7,5,False,train,,137.0,,,,137.0,,
14,8,1,False,train,,96.0,133.0,minus,,96.0,133.0,
14,8,2,False,train,,150.0,191.0,minus,108.0,108.0,150.0,191.0
14,8,3,False,train,,107.0,148.0,minus,73.0,73.0,107.0,148.0
14,8,4,False,train,,149.0,172.0,plus,,149.0,172.0,
14,8,5,False,train,,150.0,190.0,minus,,150.0,190.0,
14,9,1,False,train,,72.0,128.0,plus,,72.0,128.0,
14,9,2,False,train,,119.0,176.0,plus,86.0,86.0,119.0,176.0
14,9,3,False,train,,132.0,204.0,minus,50.0,50.0,132.0,204.0
14,9,4,False,train,,164.0,216.0,plus,,164.0,216.0,
14,9,5,False,train,,148.0,203.0,plus,,148.0,203.0,
14,10,1,False,train,,299.0,300.0,minus,,299.0,300.0,
14,10,2,False,train,,331.0,333.0,minus,,331.0,333.0,
14,10,3,False,train,,319.0,319.0,minus,288.0,288.0,319.0,319.0
14,10,4,False,train,,225.0,242.0,plus,,225.0,242.0,
14,10,5,False,train,,295.0,292.0,minus,715.0,292.0,295.0,715.0
14,11,1,False,train,,,,,,,,
14,12,1,False,train,,,,,302.0,302.0,,
14,13,1,False,train,,,,,132.0,132.0,,
14,13,2,False,train,,,,,,,,
14,13,3,False,train,,,,,335.0,335.0,,
14,13,4,False,train,,,,,,,,
14,13,5,False,train,,,,,,,,
14,14,1,False,train,,,,,,,,
14,14,2,False,train,,,,,275.0,275.0,,
14,14,3,False,train,,,,,,,,
14,14,4,False,train,,,,,,,,
14,14,5,False,train,,,,,248.0,248.0,,
14,15,1,False,train,,162.0,174.0,plus,,162.0,174.0,
14,15,2,False,train,,273.0,284.0,plus,268.0,268.0,273.0,284.0
14,15,3,False,train,,257.0,268.0,plus,,257.0,268.0,
14,15,4,False,train,,200.0,209.0,plus,189.0,189.0,200.0,209.0
14,15,5,False,train,,214.0,225.0,plus,,214.0,225.0,
14,16,1,False,train,,,,,,,,
14,16,2,False,train,,,,,116.0,116.0,,
14,16,3,False,train,,,,,,,,
14,16,4,False,train,,,,,,,,
14,16,5,False,train,,,,,,,,
14,17,2,False,train,,,,,681.0,681.0,,
14,18,1,False,train,,,,,,,,
14,18,2,False,train,,,,,67.0,67.0,,
14,18,3,False,train,,,,,364.0,364.0,,
14,18,4,False,train,,,,,,,,
14,18,5,False,train,,,,,60.0,60.0,,
14,19,1,False,train,,,,,,,,
14,19,2,False,train,,,,,,,,
14,19,3,False,train,,,,,307.0,307.0,,
14,19,4,False,train,,,,,,,,
14,19,5,False,train,,,,,556.0,556.0,,
14,35,1,False,train,,829.0,713.0,minus,,713.0,829.0,
14,35,2,False,train,,,749.0,minus,1018.0,749.0,1018.0,
14,35,4,False,train,,757.0,986.0,minus,,757.0,986.0,
14,35,5,False,train,,,,,,,,
14,36,1,False,train,,,,,,,,
14,36,2,False,train,,,,,415.0,415.0,,
14,36,3,False,train,,297.0,,,399.0,297.0,399.0,
14,36,4,False,train,,,,,404.0,404.0,,
14,36,5,False,train,,186.0,,,411.0,186.0,411.0,
15,20,1,True,train,200.0,173.0,180.0,plus,171.0,171.0,173.0,180.0
15,20,2,True,train,253.0,221.0,236.0,plus,,221.0,236.0,
15,20,3,True,train,224.0,189.0,207.0,plus,,189.0,207.0,
15,20,4,True,train,218.0,178.0,207.0,plus,,178.0,207.0,
15,20,5,True,train,398.0,350.0,370.0,plus,,350.0,370.0,
15,21,1,True,train,322.0,298.0,307.0,plus,299.0,298.0,299.0,307.0
15,21,2,True,train,178.0,157.0,171.0,plus,98.0,98.0,157.0,171.0
15,21,3,True,train,369.0,352.0,358.0,plus,,352.0,358.0,
15,21,4,True,train,349.0,319.0,337.0,plus,173.0,173.0,319.0,337.0
15,21,5,True,train,374.0,347.0,363.0,plus,,347.0,363.0,
15,22,1,True,train,346.0,322.0,315.0,plus,,315.0,322.0,
15,22,2,True,train,366.0,341.0,351.0,plus,341.0,341.0,341.0,351.0
15,22,3,True,train,366.0,332.0,351.0,plus,,332.0,351.0,
15,22,4,True,train,364.0,336.0,348.0,plus,319.0,319.0,336.0,348.0
15,22,5,True,train,362.0,310.0,329.0,plus,,310.0,329.0,
15,23,1,True,train,378.0,352.0,352.0,plus,357.0,352.0,352.0,357.0
15,23,2,True,train,388.0,350.0,366.0,plus,556.0,350.0,366.0,556.0
15,23,3,True,train,427.0,398.0,399.0,plus,,398.0,399.0,
15,23,4,True,train,408.0,377.0,378.0,plus,,377.0,378.0,
15,23,5,True,train,249.0,215.0,225.0,plus,166.0,166.0,215.0,225.0
15,24,1,True,train,407.0,377.0,381.0,plus,,377.0,381.0,
15,24,2,True,train,418.0,392.0,397.0,plus,343.0,343.0,392.0,397.0
15,24,3,True,train,415.0,381.0,394.0,plus,343.0,343.0,381.0,394.0
15,24,4,True,train,376.0,351.0,346.0,plus,353.0,346.0,351.0,353.0
15,24,5,True,train,402.0,375.0,380.0,plus,,375.0,380.0,
15,25,1,True,train,445.0,415.0,430.0,plus,344.0,344.0,415.0,430.0
15,25,2,True,train,443.0,420.0,432.0,plus,97.0,97.0,420.0,432.0
15,25,3,True,train,444.0,419.0,433.0,plus,99.0,99.0,419.0,433.0
15,25,4,True,train,435.0,400.0,420.0,plus,,400.0,420.0,
15,25,5,True,train,413.0,374.0,395.0,plus,683.0,374.0,395.0,683.0
15,26,1,True,train,374.0,346.0,363.0,plus,308.0,308.0,346.0,363.0
15,26,2,True,train,427.0,406.0,422.0,plus,,406.0,422.0,
15,26,3,True,train,382.0,360.0,370.0,plus,338.0,338.0,360.0,370.0
15,26,4,True,train,390.0,370.0,378.0,plus,,370.0,378.0,
15,26,5,True,train,356.0,334.0,348.0,plus,,334.0,348.0,
15,27,1,True,train,385.0,362.0,379.0,plus,333.0,333.0,362.0,379.0
15,27,2,True,train,347.0,329.0,343.0,plus,247.0,247.0,329.0,343.0
15,27,3,True,train,363.0,342.0,358.0,plus,149.0,149.0,342.0,358.0
15,27,4,True,train,354.0,334.0,350.0,plus,106.0,106.0,334.0,350.0
15,27,5,True,train,365.0,346.0,361.0,plus,176.0,176.0,346.0,361.0
15,28,1,True,train,482.0,450.0,462.0,plus,,450.0,462.0,
15,28,2,True,train,461.0,429.0,446.0,plus,,429.0,446.0,
15,28,3,True,train,422.0,388.0,395.0,plus,672.0,388.0,395.0,672.0
15,28,4,True,train,458.0,425.0,440.0,plus,,425.0,440.0,
15,28,5,True,train,458.0,423.0,436.0,plus,391.0,391.0,423.0,436.0
15,29,1,True,train,515.0,312.0,499.0,plus,,312.0,499.0,
15,29,2,True,train,578.0,551.0,564.0,plus,536.0,536.0,551.0,564.0
15,29,3,True,train,503.0,478.0,491.0,plus,402.0,402.0,478.0,491.0
15,29,4,True,train,515.0,482.0,494.0,plus,440.0,440.0,482.0,494.0
15,29,5,True,train,525.0,311.0,500.0,plus,,311.0,500.0,
15,30,1,True,train,352.0,316.0,328.0,plus,315.0,315.0,316.0,328.0
15,30,2,True,train,374.0,339.0,351.0,plus,342.0,339.0,342.0,351.0
15,30,3,True,train,339.0,297.0,339.0,plus,,297.0,339.0,
15,30,4,True,train,338.0,289.0,309.0,plus,,289.0,309.0,
15,30,5,True,train,333.0,287.0,331.0,plus,,287.0,331.0,
15,31,1,True,train,264.0,77.0,97.0,plus,,77.0,97.0,
15,31,2,True,train,277.0,81.0,138.0,plus,571.0,81.0,138.0,571.0
15,31,3,True,train,269.0,78.0,99.0,plus,,78.0,99.0,
15,31,4,True,train,305.0,103.0,164.0,plus,,103.0,164.0,
15,31,5,True,train,297.0,91.0,130.0,minus,51.0,51.0,91.0,130.0
15,32,1,True,train,318.0,262.0,282.0,plus,,262.0,282.0,
15,32,2,True,train,332.0,298.0,313.0,plus,,298.0,313.0,
15,32,3,True,train,323.0,276.0,295.0,plus,,276.0,295.0,
15,32,4,True,train,332.0,279.0,298.0,plus,,279.0,298.0,
15,32,5,True,train,321.0,262.0,284.0,plus,,262.0,284.0,
15,33,1,True,train,333.0,280.0,297.0,plus,,280.0,297.0,
15,33,2,True,train,337.0,292.0,313.0,plus,695.0,292.0,313.0,695.0
15,33,3,True,train,337.0,309.0,316.0,plus,315.0,309.0,315.0,316.0
15,33,4,True,train,321.0,285.0,296.0,plus,435.0,285.0,296.0,435.0
15,33,5,True,train,324.0,271.0,294.0,plus,,271.0,294.0,
15,34,1,True,train,436.0,448.0,409.0,plus,,409.0,448.0,
15,34,2,True,train,457.0,412.0,419.0,plus,,412.0,419.0,
15,34,3,True,train,509.0,468.0,478.0,plus,836.0,468.0,478.0,836.0
15,34,4,True,train,444.0,394.0,357.0,plus,,357.0,394.0,
15,34,5,True,train,439.0,427.0,397.0,plus,392.0,392.0,397.0,427.0
15,1,1,False,train,,,,,2564.0,2564.0,,
15,2,1,False,train,,,191.0,minus,82.0,82.0,191.0,
15,2,2,False,train,,,,,453.0,453.0,,
15,2,3,False,train,,,,,327.0,327.0,,
15,2,4,False,train,,,,,,,,
15,2,5,False,train,,,,,124.0,124.0,,
15,3,1,False,train,,,,,67.0,67.0,,
15,3,2,False,train,,,,,138.0,138.0,,
15,3,3,False,train,,,,,144.0,144.0,,
15,3,4,False,train,,,,,,,,
15,3,5,False,train,,,,,164.0,164.0,,
15,4,1,False,train,,53.0,91.0,minus,,53.0,91.0,
15,4,2,False,train,,118.0,158.0,minus,,118.0,158.0,
15,4,3,False,train,,165.0,159.0,minus,,159.0,165.0,
15,4,4,False,train,,180.0,173.0,minus,,173.0,180.0,
15,4,5,False,train,,110.0,149.0,minus,384.0,110.0,149.0,384.0
15,5,1,False,train,,,166.0,minus,73.0,73.0,166.0,
15,5,2,False,train,,,244.0,minus,50.0,50.0,244.0,
15,5,3,False,train,,,225.0,minus,203.0,203.0,225.0,
15,5,4,False,train,,,196.0,minus,474.0,196.0,474.0,
15,5,5,False,train,,129.0,148.0,plus,,129.0,148.0,
15,6,1,False,train,,,,,,,,
15,6,2,False,train,,,,,,,,
15,6,3,False,train,,,,,1193.0,1193.0,,
15,6,4,False,train,,,,,579.0,579.0,,
15,6,5,False,train,,,,,,,,
15,7,1,False,train,,,,,,,,
15,7,2,False,train,,,,,,,,
15,7,3,False,train,,,,,,,,
15,7,5,False,train,,,,,,,,
15,8,1,False,train,,75.0,112.0,minus,,75.0,112.0,
15,8,2,False,train,,165.0,201.0,minus,,165.0,201.0,
15,8,3,False,train,,178.0,217.0,minus,136.0,136.0,178.0,217.0
15,8,4,False,train,,162.0,202.0,minus,,162.0,202.0,
15,8,5,False,train,,150.0,187.0,minus,,150.0,187.0,
15,9,1,False,train,,39.0,91.0,plus,,39.0,91.0,
15,9,2,False,train,,193.0,261.0,minus,,193.0,261.0,
15,9,3,False,train,,198.0,219.0,plus,120.0,120.0,198.0,219.0
15,9,4,False,train,,220.0,242.0,plus,148.0,148.0,220.0,242.0
15,9,5,False,train,,179.0,248.0,minus,,179.0,248.0,
15,10,1,False,train,,246.0,280.0,minus,,246.0,280.0,
15,10,2,False,train,,374.0,411.0,minus,,374.0,411.0,
15,10,3,False,train,,414.0,422.0,plus,,414.0,422.0,
15,10,4,False,train,,399.0,408.0,plus,,399.0,408.0,
15,10,5,False,train,,420.0,500.0,minus,,420.0,500.0,
15,11,1,False,train,,,,,,,,
15,12,1,False,train,,,,,,,,
15,13,1,False,train,,,,,,,,
15,13,2,False,train,,,,,,,,
15,13,3,False,train,,,,,,,,
15,13,4,False,train,,,,,,,,
15,13,5,False,train,,,,,,,,
15,14,1,False,train,,39.0,61.0,plus,,39.0,61.0,
15,14,2,False,train,,106.0,128.0,plus,,106.0,128.0,
15,14,3,False,train,,93.0,146.0,minus,,93.0,146.0,
15,14,4,False,train,,92.0,147.0,minus,,92.0,147.0,
15,14,5,False,train,,82.0,136.0,minus,,82.0,136.0,
15,15,1,False,train,,77.0,99.0,plus,,77.0,99.0,
15,15,2,False,train,,236.0,254.0,plus,,236.0,254.0,
15,15,3,False,train,,220.0,234.0,plus,,220.0,234.0,
15,15,4,False,train,,204.0,222.0,plus,,204.0,222.0,
15,15,5,False,train,,241.0,253.0,plus,242.0,241.0,242.0,253.0
15,16,1,False,train,,,108.0,minus,,108.0,,
15,16,2,False,train,,,,,,,,
15,16,3,False,train,,,,,114.0,114.0,,
15,16,4,False,train,,,157.0,minus,563.0,157.0,563.0,
15,16,5,False,train,,,207.0,minus,,207.0,,
